0,1.019886363636363
1,1.0160984848484846
2,1.0198390151515149
3,1.0217499999999995
4,1.0243011363636352
5,1.0299053030303051
6,1.0329318181818186
7,1.0365795454545441
8,1.0396799242424257
9,1.0397045454545468
10,1.0408996212121224
11,1.0445265151515168
12,1.0531079545454527
13,1.0536931818181798
14,1.0535511363636345
15,1.0525568181818172
16,1.0528409090909079
17,1.0528409090909079
18,1.0536931818181798
19,1.0529829545454532
20,1.0531249999999985
21,1.0531249999999985
22,1.0532670454545439
23,1.0528409090909079
24,1.0529829545454532
25,1.0528409090909079
26,1.0532670454545439
27,1.0531249999999985
28,1.0538352272727252
29,1.0536931818181798
